2026-08-01	swem-1.21.1-1.6.12.jar	Client,1.21.1,NeoForge,Server	8557159
2026-06-14	swem-1.21.1-1.6.11.jar	Client,1.21.1,NeoForge,Server	8250104
2026-05-15	swem-1.21.1-1.6.10.jar	Client,1.21.1,NeoForge,Server	8095329
2026-05-15	swem-1.20.1-1.6.6.jar	Client,1.20.1,Forge,NeoForge,Server	8095324
2026-05-09	swem-1.21.1-1.6.9.jar	Client,1.21.1,NeoForge,Server	8060789
2026-04-21	swem-1.21.1-1.6.8.jar	Client,1.21.1,NeoForge,Server	7963694
2026-02-19	swem-1.20.1-1.6.5.jar	Client,1.20.1,Forge,NeoForge,Server	7647054
2023-11-15	swem-forge-1.18.2-1.4.6.jar	1.18.2,Forge	4870246
